"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"15.522","Mni Wiconi Rural Water Supply Project","Department of the Interior / Bureau of Reclamation","B - Project Grants (Cooperative Agreements or Contracts)","8/20/2010 7:53","1/1/2007 0:00"
"15.523","Perkins County Rural Water System","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/20/2010 7:53","1/1/2007 0:00"
"15.524","Recreation Resources Management","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/23/2010 9:09","1/1/2008 0:00"
"15.525","Rocky Boy's/North Central Montana Regional Water System","Department of the Interior / Bureau of Reclamation","B - Project Grants (Cooperative Agreements or Contracts)","8/27/2010 7:48","1/1/2008 0:00"
"15.526","San Gabriel Basin Restoration Project","Department of the Interior / Bureau of Reclamation","B - PROJECT GRANTS","8/27/2010 7:48","1/1/2007 0:00"
"15.527","San Luis Unit, Central Valley Project","Department of the Interior / Bureau of Reclamation","B - Project Grants (Cooperative Agreements)","8/27/2010 7:49","1/1/2007 0:00"
"15.528","St. Mary Storage Unit Facilities Rehabilitation Project","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/27/2010 7:49","1/1/2007 0:00"
"15.529","Upper Colorado and San Juan River Basins Endangered Fish Recovery Programs","Department of the Interior / Bureau of Reclamation","B - Project Grants (Cooperative Agreements)","8/27/2010 7:49","1/1/2007 0:00"
"15.530","Water Conservation Field Services Program (WCFSP)","Department of the Interior / Bureau of Reclamation","B - PROJECT GRANTS","8/27/2010 7:49","1/1/2007 0:00"
"15.531","Yakima River Basin Water Enhancement Project (YRBWEP)","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/27/2010 7:49","1/1/2007 0:00"
"15.532","Central Valley Project, Trinity River Division, Trinity River  Fish and Wildlife Management","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/30/2010 12:53","1/1/2007 0:00"
"15.533","California Water Security and Environmental Enhancement","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/30/2010 12:54","1/1/2007 0:00"
"15.534","Miscellaneous Public Law 93-638 Contracts, Grants, and Cooperative Agreements","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements, C - Direct Payments for Specified Use (Cooperative Agreements)","9/3/2010 19:10","1/1/2008 0:00"
"15.535","Upper Colorado River Basin Fish and Wildlife Mitigation Program.","Department of the Interior","B - Cooperative Agreements","9/9/2010 8:38","5/26/2009 15:39"
"15.536","Deschutes River Conservancy (DRC)","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","9/9/2010 8:39","5/26/2009 15:39"
"15.537","Middle Rio Grande Endangered Species Collaborative Program","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/27/2010 7:53","5/26/2009 15:39"
"15.538","Lower Colorado River Multi-Species Conservation Program.","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","7/12/2010 8:32","5/26/2009 15:39"
"15.539","Equus Beds Division Acquifer Storage Recharge Project","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/20/2010 7:53","10/16/2009 10:03"
"15.540","Lake Mead/Las Vegas Wash Program","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements, B - Project Grants","8/23/2010 9:09","10/23/2009 7:38"
"15.541","Colorado River Basin Projects Act of 1968","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","8/23/2010 9:33","10/16/2009 10:02"
"15.542","Arizona Water Settlement Act of 2004","Department of the Interior / Bureau of Reclamation","B - Project Grants (Cooperative Agreements or Contracts)","7/28/2010 7:46","7/28/2010 7:46"
"15.543","Lake Tahoe Regional Wetlands Development Program","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements (Discretionary Grants)","7/28/2010 7:46","7/28/2010 7:46"
"15.544","Platte River Recovery Implementation Program","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","9/17/2010 8:00","7/30/2010 7:43"
"15.545","Bunker Hill Groundwater Basin, Riverside-Corona Feeder Project","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","7/30/2010 7:44","7/30/2010 7:44"
"15.546","Youth Conservation Program","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements","7/30/2010 7:44","7/30/2010 7:44"
"15.605","Sport Fish Restoration Program","Department of the Interior / Fish and Wildlife Service","A - FORMULA GRANTS","8/16/2010 9:54","1/1/1970 0:00"
"15.608","Fish and Wildlife Management Assistance","Department of the Interior / Fish and Wildlife Service","J - PROVISION OF SPECIALIZED SERVICES","8/16/2010 9:55","1/1/1965 0:00"
"15.611","Wildlife Restoration","Department of the Interior / Fish and Wildlife Service","A - FORMULA GRANTS","8/18/2010 7:51","1/1/1970 0:00"
"15.614","Coastal Wetlands Planning, Protection and Restoration Act","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/18/2010 7:52","1/1/1992 0:00"
"15.615","Cooperative Endangered Species Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:40","1/1/1992 0:00"
"15.616","Clean Vessel Act","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/18/2010 7:52","1/1/1993 0:00"
"15.619","Rhinoceros and Tiger Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:40","1/1/1996 0:00"
"15.620","African Elephant Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:41","1/1/1996 0:00"
"15.621","Asian Elephant Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:41","1/1/1999 0:00"
"15.622","Sportfishing and Boating Safety Act","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:42","1/1/1999 0:00"
"15.623","North American Wetlands Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:42","1/1/1999 0:00"
"15.626","Firearm and Bow Hunter Education and Safety Program","Department of the Interior / Fish and Wildlife Service","A - FORMULA GRANTS","8/19/2010 7:43","1/1/2001 0:00"
"15.628","Multistate Conservation Grant Program","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/18/2010 7:52","1/1/2001 0:00"
"15.629","Great Apes Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/18/2010 7:52","1/1/2001 0:00"
"15.630","Coastal Program","Department of the Interior / Fish and Wildlife Service","C - Direct Payments for Specified Use","8/19/2010 7:43","1/1/2002 0:00"
"15.631","Partners for Fish and Wildlife","Department of the Interior / Fish and Wildlife Service","C - Direct Payments for Specified Use (Cooperative Agreements)","8/19/2010 7:44","1/1/2002 0:00"
"15.634","State Wildlife Grants","Department of the Interior / Fish and Wildlife Service","A - FORMULA GRANTS, B - PROJECT GRANTS","8/19/2010 7:45","1/1/2002 0:00"
"15.635","Neotropical Migratory Bird Conservation","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/16/2010 9:56","1/1/2003 0:00"
"15.636","Alaska Subsistence Management","Department of the Interior / Fish and Wildlife Service","B - Cooperative Agreements","8/16/2010 9:57","1/1/2004 0:00"
"15.637","Migratory Bird Joint Ventures","Department of the Interior / Fish and Wildlife Service","B - Cooperative Agreements","8/16/2010 9:58","1/1/2004 0:00"
"15.639","Tribal Wildlife Grants Program","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/16/2010 9:59","1/1/2004 0:00"
"15.640","Wildlife Without Borders- Latin America and the Caribbean","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/16/2010 9:59","1/1/2004 0:00"
"15.641","Wildlife Without Borders-Mexico","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/16/2010 10:00","1/1/2004 0:00"
"15.642","Challenge Cost Share","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/16/2010 10:01","1/1/2004 0:00"
"15.643","Alaska Migratory Bird Co-Management Council","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/16/2010 10:02","1/1/2004 0:00"
"15.644","Federal Junior Duck Stamp Conservation and Design","Department of the Interior / Fish and Wildlife Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE, H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS","11/10/2008 0:00","1/1/2004 0:00"
"15.645","Marine Turtle Conservation Fund","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:47","1/1/2005 0:00"
"15.647","Migratory  Bird Conservation","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/19/2010 7:48","1/1/2005 0:00"
"15.648","Central Valley Project Improvement  (CVPI) Anadromous Fish Restoration Program (AFRP)","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","9/17/2008 0:00","1/1/2006 0:00"
"15.649","Service Training and Technical Assistance (Generic Training)","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","8/19/2010 7:48","1/1/2007 0:00"
"15.650","Research Grants (Generic)","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","10/28/2008 0:00","1/1/2007 0:00"
"15.651","Wildlife Without Borders-Africa Program","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","11/10/2008 0:00","1/1/2007 0:00"
"15.652","Undesirable/Noxious Plant Species","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","10/28/2008 0:00","1/1/2008 0:00"
"15.653","National Outreach and Communication Program","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","10/8/2008 0:00","1/1/2007 0:00"
"15.654","Visitor Facility Enhancements -  Vehicle Pullouts, Interpretive Trails, and Kiosks","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS","10/28/2008 0:00","1/1/2007 0:00"
"15.655","Migratory Bird Monitoring, Assessment and Conservation","Department of the Interior / Fish and Wildlife Service","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/5/2008 0:00","1/1/2008 0:00"
"15.656","Recovery Act Funds - Habitat Enhancement, Restoration and Improvement.","Department of the Interior / Fish and Wildlife Service","B - Project Grants (Cooperative Agreements)","7/22/2010 7:48","5/27/2009 9:20"
"15.657","Endangered Species Conservation  Recovery Implementation Funds","Department of the Interior / Fish and Wildlife Service","B - Cooperative Agreements","8/19/2010 7:55","5/26/2009 15:39"
"15.658","Natural Resource Damage Assessment, Restoration and Implementation","Department of the Interior / Fish and Wildlife Service","B - Cooperative Agreements","8/19/2010 7:56","7/21/2009 18:01"
"15.659","National Wildlife Refuge Fund","Department of the Interior / Fish and Wildlife Service","D - Direct Payments with Unrestricted Use","7/21/2009 18:02","7/21/2009 18:02"
"15.660","Endangered Species - Candidate Conservation Action Funds","Department of the Interior / Fish and Wildlife Service","B - Cooperative Agreements","7/10/2009 7:59","7/10/2009 7:59"
"15.661","Lower Snake River Compensation Plan","Department of the Interior / Fish and Wildlife Service","B - Cooperative Agreements","7/21/2009 18:03","7/21/2009 18:03"
"15.805","Assistance to State Water Resources Research Institutes","Department of the Interior / U.S. Geological Survey","A - FORMULA GRANTS, B - PROJECT GRANTS","6/20/2010 8:19","1/1/1984 0:00"
"15.807","Earthquake Hazards Reduction Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","6/24/2010 7:34","1/1/1986 0:00"
"15.808","U.S. Geological Survey_ Research and Data Collection","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","6/24/2010 7:35","1/1/1986 0:00"
"15.809","National Spatial Data Infrastructure Cooperative Agreements Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","6/24/2010 7:35","1/1/1997 0:00"
"15.810","National Cooperative Geologic Mapping Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","6/25/2010 7:43","1/1/1998 0:00"
"15.811","Gap Analysis Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","6/25/2010 7:43","1/1/2003 0:00"
"15.812","Cooperative Research Units Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","6/27/2010 8:20","1/1/2003 0:00"
"15.813","Cooperative Research Units Training Program","Department of the Interior / U.S. Geological Survey","B - PROJECT GRANTS","6/30/2010 13:48","1/1/2007 0:00"
"15.814","National Geological and Geophysical Data Preservation Program","Department of the Interior / U.S. Geological Survey","B - PROJECT GRANTS","7/2/2010 7:24","1/1/2008 0:00"
"15.815","National Land Remote Sensing_Education Outreach and Research","Department of the Interior / U.S. Geological Survey","B - PROJECT GRANTS","7/2/2010 7:24","1/1/2008 0:00"
"15.816","Minerals Resources External Research Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","7/2/2010 7:24","1/1/2008 0:00"
"15.817","National Geospatial Program: Building The National Map","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","7/6/2010 6:30","5/26/2009 15:39"
"15.818","Volcano Hazards Program Research and Monitoring.","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","7/6/2010 6:30","5/26/2009 15:39"
"15.819","Energy Cooperatives to Support the National Coal Resources Data System (NCRDS)","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","7/22/2010 7:49","6/3/2009 9:53"
"15.820","National Climate Change and Wildlife Service Center","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","7/22/2010 7:49","10/13/2009 9:52"
"15.850","Indian Arts and Crafts Development","Department of the Interior / Indian Arts and Crafts Board","I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","11/5/2008 0:00","1/1/1970 0:00"
"15.875","Economic, Social, and Political Development of the Territories","Department of the Interior / Office of Territorial and International Affairs","B - PROJECT GRANTS, D - Direct Payments with Unrestricted Use","9/19/2010 20:13","1/1/1982 0:00"
"15.904","Historic Preservation Fund Grants-In-Aid","Department of the Interior / National Park Service","A - FORMULA GRANTS, B - PROJECT GRANTS","11/5/2008 0:00","1/1/1969 0:00"
"15.912","National Historic Landmark","Department of the Interior / National Park Service","K - ADVISORY SERVICES AND COUNSELING","11/5/2008 0:00","1/1/1972 0:00"
"15.914","National Register of Historic Places","Department of the Interior / National Park Service","K - ADVISORY SERVICES AND COUNSELING","7/10/2008 0:00","1/1/1976 0:00"
"15.915","Technical Preservation Services","Department of the Interior / National Park Service","J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION","11/5/2008 0:00","1/1/1981 0:00"
"15.916","Outdoor Recreation_Acquisition, Development and Planning","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/5/2008 0:00","1/1/1981 0:00"
"15.918","Disposal of Federal Surplus Real Property for Parks, Recreation, and Historic Monuments","Department of the Interior / National Park Service","I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT","11/5/2008 0:00","1/1/1981 0:00"
"15.921","Rivers, Trails and Conservation Assistance","Department of the Interior / National Park Service","K - ADVISORY SERVICES AND COUNSELING","11/10/2008 0:00","1/1/1994 0:00"
"15.922","Native American Graves Protection and Repatriation Act","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/6/2008 0:00","1/1/1997 0:00"
"15.923","National Center for Preservation Technology and Training","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/5/2008 0:00","1/1/1997 0:00"
"15.926","American Battlefield Protection","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/6/2008 0:00","1/1/1997 0:00"
"15.927","Hydropower Recreation Assistance","Department of the Interior / National Park Service","K - ADVISORY SERVICES AND COUNSELING","11/6/2008 0:00","1/1/2002 0:00"
"15.928","Civil War Battlefield Land Acquisition Grants","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/10/2008 0:00","1/1/2003 0:00"
"15.929","Save America's Treasures","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/5/2008 0:00","1/1/2004 0:00"
"15.930","Chesapeake Bay Gateways Network","Department of the Interior / National Park Service","B - PROJECT GRANTS","11/5/2008 0:00","1/1/2007 0:00"
"15.931","Conservation Activities by Youth Service Organizations","Department of the Interior / National Park Service","B - Cooperative Agreements","6/23/2009 13:01","1/1/2007 0:00"
"15.932","Preservation of Historic Structures on the Campuses of Historically Black Colleges and Universities (HBCUs).","Department of the Interior","B - Project Grants","5/22/2009 9:42","5/22/2009 9:42"
"15.933","Preservation of Japanese American Confinement Sites","Department of the Interior / National Park Service","B - Project Grants","7/30/2009 7:54","7/30/2009 7:54"
"15.934","Abandoned Mine Hazard Mitigation","Department of the Interior / National Park Service","B - Cooperative Agreements (Discretionary Grants), C - Direct Payments for Specified Use","9/14/2009 10:11","9/14/2009 10:11"
"15.935","National Trails System Projects","Department of the Interior / National Park Service","B - Cooperative Agreements","9/29/2009 11:22","9/28/2009 10:13"
"15.936","Shenandoah Valley Battlefields National Historic District Battlefield Acquisition and Protection","Department of the Interior / National Park Service","B - Project Grants","9/29/2009 11:23","9/28/2009 10:13"
"15.937","Redwood National Park Cooperative Management with the State of California","Department of the Interior / National Park Service","B - Cooperative Agreements, H - Sale, Exchange, or Donation of Property and Goods, I - Use of Property, Facilities, and Equipment, K - Advisory Services and Counseling, L - Dissemination of Technical Information, M - Training","3/11/2010 14:12","3/11/2010 14:12"
"15.938","Boston African-American National Historic Site Cooperative Agreement with the Museum of African American History","Department of the Interior / National Park Service","B - Cooperative Agreements (Discretionary Grants), H - Sale, Exchange, or Donation of Property and Goods, I - Use of Property, Facilities, and Equipment, K - Advisory Services and Counseling, L - Dissemination of Technical Information, M - Training","4/22/2010 7:42","4/22/2010 7:42"
"15.978","Upper Mississippi River System Long Term Resource Monitoring Program","Department of the Interior / U.S. Geological Survey","B - Cooperative Agreements","8/2/2010 6:57","1/1/1998 0:00"
"16.001","Law Enforcement Assistance_Narcotics and Dangerous Drugs_Laboratory Analysis","Department of Justice / Drug Enforcement Administration","J - PROVISION OF SPECIALIZED SERVICES","7/30/2009 11:35","1/1/1969 0:00"
"16.003","Law Enforcement Assistance_Narcotics and Dangerous Drugs Technical Laboratory Publications","Department of Justice / Drug Enforcement Administration","L - DISSEMINATION OF TECHNICAL INFORMATION","7/30/2009 11:35","1/1/1970 0:00"
"16.004","Law Enforcement Assistance_Narcotics and Dangerous Drugs Training","Department of Justice / Drug Enforcement Administration","M - TRAINING","7/30/2009 11:35","1/1/1969 0:00"
"16.012","Alcohol, Tobacco, and Firearms_Training Assistance","Department of Justice / Drug Enforcement Administration","M - TRAINING","9/17/2008 0:00","1/1/2004 0:00"
"16.013","Violence Against Women Act Court Training and Improvement Grants","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 7:51","1/1/2008 0:00"
"16.014","Engaging Men and Youth in Preventing Domestic Violence, Dating Violence, Sexual Assault, and Stalking","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 7:51","1/1/2008 0:00"
"16.015","Missing Alzheimer's Disease Patient Assistance Program","Department of Justice","B - Project Grants","7/6/2010 6:30","6/5/2009 8:42"
"16.016","Culturally and Linguistically Specific Services Program","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 7:52","1/1/2008 0:00"
"16.017","Sexual Assault Services Formula Program","Department of Justice / Violence Against Women Office","A - FORMULA GRANTS, B - PROJECT GRANTS","10/14/2009 7:52","1/1/2008 0:00"
"16.018","Services to Advocate for and Respond to Youth","Department of Justice / Violence Against Women Office","B - Project Grants (Discretionary)","1/22/2010 7:34","1/22/2010 7:34"
"16.019","Tribal Registry","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 7:54","1/1/2008 0:00"
"16.020","Children and Youth Exposed","Department of Justice / Violence Against Women Office","B - Project Grants (Discretionary)","1/22/2010 7:35","1/22/2010 7:35"
"16.100","Desegregation of Public Education","Department of Justice / Civil Rights Division","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 7:50","1/1/1965 0:00"
"16.101","Equal Employment Opportunity","Department of Justice / Civil Rights Division","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 7:50","1/1/1965 0:00"
"16.103","Fair Housing and Equal Credit Opportunity","Department of Justice / Civil Rights Division","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 7:51","1/1/1970 0:00"
"16.104","Protection of Voting Rights","Department of Justice / Civil Rights Division","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 7:51","1/1/1965 0:00"
"16.105","Civil Rights of Institutionalized Persons","Department of Justice / Civil Rights Division","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 7:51","1/1/1972 0:00"
"16.109","Civil Rights Prosecution","Department of Justice / Civil Rights Division","B - PROJECT GRANTS","8/27/2010 7:51","1/1/1992 0:00"
"16.110","Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act","Department of Justice / Civil Rights Division","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, N - INVESTIGATION OF COMPLAINTS","8/27/2010 7:51","1/1/1995 0:00"
"16.123","Community-Based Violence Prevention Program","Department of Justice","B - Project Grants","7/6/2010 6:31","3/18/2010 10:46"
"16.200","Community Relations Service","Department of Justice / Community Relations Service","J - PROVISION OF SPECIALIZED SERVICES","9/17/2008 0:00","1/1/1967 0:00"
"16.203","Comprehensive Approaches to Sex Offender Management Discretionary Grant (CASOM)","Department of Justice","B - PROJECT GRANTS, M - TRAINING","6/30/2010 13:49","1/1/2002 0:00"
"16.300","Law Enforcement Assistance_FBI Advanced Police Training","Department of Justice / Federal Bureau of Investigation","M - TRAINING","6/30/2009 10:23","1/1/1967 0:00"
"16.301","Law Enforcement Assistance_FBI Crime Laboratory Support","Department of Justice / Federal Bureau of Investigation","J - PROVISION OF SPECIALIZED SERVICES, M - TRAINING","6/30/2009 10:23","1/1/1965 0:00"
"16.302","Law Enforcement Assistance_FBI Field Police Training","Department of Justice / Federal Bureau of Investigation","M - TRAINING","6/30/2009 10:24","1/1/1969 0:00"
"16.303","Law Enforcement Assistance_FBI Fingerprint Identification","Department of Justice / Federal Bureau of Investigation","J - PROVISION OF SPECIALIZED SERVICES","6/30/2009 10:24","1/1/1969 0:00"
"16.304","Law Enforcement Assistance_National Crime Information Center","Department of Justice / Federal Bureau of Investigation","J - PROVISION OF SPECIALIZED SERVICES","6/30/2009 10:24","1/1/1969 0:00"
"16.305","Law Enforcement Assistance_Uniform Crime Reports","Department of Justice / Federal Bureau of Investigation","L - DISSEMINATION OF TECHNICAL INFORMATION","6/30/2009 10:25","1/1/1969 0:00"
"16.307","Combined DNA Index System","Department of Justice / Federal Bureau of Investigation","B - PROJECT GRANTS","6/30/2009 10:25","1/1/1996 0:00"
"16.308","Indian Country Investigations","Department of Justice / Federal Bureau of Investigation","M - TRAINING","6/30/2009 10:26","1/1/1996 0:00"
"16.309","Law Enforcement Assistance_National Instant Criminal Background Check System","Department of Justice / Federal Bureau of Investigation","J - PROVISION OF SPECIALIZED SERVICES","6/30/2009 10:26","1/1/2000 0:00"
"16.320","Services for Trafficking Victims","Department of Justice / Office of Victims of Crime","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/8/2010 7:38","1/1/2004 0:00"
"16.321","Antiterrorism Emergency Reserve","Department of Justice / Office of Victims of Crime","B - PROJECT GRANTS","7/9/2010 7:48","1/1/2002 0:00"
"16.523","Juvenile Accountability Block Grants","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","A - FORMULA GRANTS, B - PROJECT GRANTS","7/6/2010 6:31","1/1/1998 0:00"
"16.524","Legal Assistance for Victims","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 7:55","1/1/1999 0:00"
"16.525","Grants to Reduce Domestic Violence, Dating Violence, Sexual Assault, and Stalking on Campus","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 7:56","1/1/1999 0:00"
"16.526","OVW Technical Assistance Initiative","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:26","1/1/2002 0:00"
"16.527","Supervised Visitation, Safe Havens for Children","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:27","1/1/2002 0:00"
"16.528","Enhanced Training and Services to End Violence and Abuse of Women Later in Life","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:27","1/1/2002 0:00"
"16.529","Education, Training, and Enhanced Services to End Violence Against and Abuse of Women with Disabilities","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:27","1/1/2002 0:00"
"16.540","Juvenile Justice and Delinquency Prevention_Allocation to States","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","A - FORMULA GRANTS, B - PROJECT GRANTS","7/6/2010 6:31","1/1/1980 0:00"
"16.541","Part E - Developing, Testing and Demonstrating Promising New Programs","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES","7/6/2010 6:33","1/1/1980 0:00"
"16.543","Missing Children's Assistance","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS","7/6/2010 6:32","1/1/1986 0:00"
"16.544","Youth Gang Prevention","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS","7/8/2010 7:39","1/1/1990 0:00"
"16.548","Title V_Delinquency Prevention Program","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","A - FORMULA GRANTS","7/6/2010 6:32","1/1/1994 0:00"
"16.550","State Justice Statistics Program for Statistical Analysis Centers","Department of Justice / Bureau of Justice Statistics","B - Cooperative Agreements","7/9/2010 7:48","1/1/1980 0:00"
"16.554","National Criminal History Improvement Program (NCHIP)","Department of Justice / Bureau of Justice Statistics","B - Cooperative Agreements","7/9/2010 7:49","1/1/1995 0:00"
"16.556","State Domestic Violence and Sexual Assault Coalitions","Department of Justice / Violence Against Women Office","A - FORMULA GRANTS","10/14/2009 10:28","1/1/2008 0:00"
"16.557","Tribal Domestic Violence and Sexual Assault Coalitions Grant Program","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS","10/14/2009 10:28","1/1/2008 0:00"
"16.560","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice / National Institute of Justice","B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION","7/6/2010 6:32","1/1/1980 0:00"
"16.562","Criminal Justice Research and Development_Graduate Research Fellowships","Department of Justice / National Institute of Justice","B - PROJECT GRANTS","7/6/2010 6:32","1/1/1980 0:00"
"16.566","National Institute of Justice W.E.B. DuBois Fellowship Program","Department of Justice / National Institute of Justice","B - PROJECT GRANTS","7/6/2010 6:33","1/1/1999 0:00"
"16.571","Public Safety Officers' Benefits Program","Department of Justice / Bureau of Justice Assistance","D - DIRECT PAYMENTS WITH UNRESTRICTED USE","7/9/2010 7:49","1/1/1982 0:00"
"16.575","Crime Victim Assistance","Department of Justice / Office of Victims of Crime","A - FORMULA GRANTS","7/8/2010 7:39","1/1/1985 0:00"
"16.576","Crime Victim Compensation","Department of Justice / Office of Victims of Crime","A - FORMULA GRANTS","7/8/2010 7:40","1/1/1985 0:00"
"16.578","Federal Surplus Property Transfer Program","Department of Justice / Bureau of Justice Assistance","H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS","7/8/2010 7:40","1/1/1986 0:00"
"16.579","Edward Byrne Memorial Formula Grant Program","Department of Justice / Bureau of Justice Assistance","A - FORMULA GRANTS","7/30/2009 11:36","1/1/1987 0:00"
"16.580","Edward Byrne Memorial State and Local Law Enforcement Assistance Discretionary Grants Program","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS","9/28/2009 10:20","1/1/1987 0:00"
